Time (ms),P1(psi),P2(psi),P3(psi),P4(psi),T1,T2

000030461,86.48,1.13,79.78,1.09
000030472,86.48,1.16,84.65,1.12
000030482,85.87,1.14,81.00,1.10
000030492,86.48,1.14,81.00,1.10
000030501,86.48,1.16,84.05,1.12
000030512,86.48,1.13,79.78,1.09
000030522,86.48,1.16,84.65,1.12
000030531,86.48,1.14,81.00,1.10
000030541,86.48,1.14,82.22,0.11
000030551,86.48,1.15,83.44,1.12
000030561,86.48,1.13,79.78,1.09
000030571,86.48,1.16,84.65,1.13
000030580,86.48,1.13,80.39,1.10
000030590,86.48,1.15,82.83,1.11
000030601,86.48,1.15,83.44,1.12
000030610,86.48,1.13,79.78,1.09
000030620,86.48,1.16,84.65,1.13
000030629,86.48,1.13,79.78,1.09
000030640,86.48,1.15,83.44,1.12
000030650,86.48,1.14,82.22,1.11
000030659,86.48,1.14,80.39,1.10
000030669,86.48,1.16,84.65,0.11
000030679,86.48,1.13,79.78,1.09
000030689,86.48,1.16,84.65,1.12
000030699,86.48,1.14,81.61,1.11
000030708,86.48,1.14,81.61,1.10
000030718,86.48,1.15,84.05,1.12
000030729,86.48,1.13,79.78,1.09
000030738,86.48,1.16,84.65,1.13
000030748,86.48,1.13,81.00,1.10
000030757,86.48,1.14,82.22,1.11
000030768,86.48,1.15,83.44,1.12
000030778,86.48,1.13,79.78,1.09
000030787,86.48,1.16,84.65,1.13
000030797,86.48,1.13,80.39,1.10
000030807,86.48,1.15,83.44,1.12
000030817,86.48,1.15,82.83,1.12
000030827,86.48,1.14,80.39,1.10
000030836,86.48,1.16,84.65,1.13
000030846,86.48,1.13,79.78,1.09
000030856,86.48,1.15,84.05,1.12
000030866,86.48,1.14,82.22,1.11
000030876,86.48,1.14,81.00,1.10
000030885,86.48,1.15,84.65,1.13
000030896,86.48,1.13,79.78,1.09
000030905,86.48,1.16,84.65,1.12
000030915,86.48,1.14,81.00,1.10
000030925,86.48,1.14,82.22,1.11
000030935,86.48,1.15,83.44,1.12
000030945,86.48,1.13,79.78,1.09
000030955,86.48,1.16,84.65,1.13
000030964,86.48,1.13,80.39,1.10
000030974,86.48,1.15,82.83,1.11
000030984,86.48,1.15,82.83,1.12
000030994,86.48,1.13,80.39,1.09
000031004,86.48,1.16,84.65,1.13
000031013,86.48,1.13,79.78,1.09
000031024,86.48,1.15,83.44,1.12
000031033,86.48,1.14,82.22,1.11
000031043,86.48,1.14,81.00,1.10
000031053,86.48,1.16,84.65,1.13
000031063,86.48,1.13,79.78,1.09
000031073,86.48,1.16,84.05,1.12
000031082,86.48,1.14,81.61,1.11
000031092,86.48,1.14,81.61,1.10
000031102,86.48,1.15,84.05,1.12
000031112,86.48,1.13,79.78,1.09
000031122,86.48,1.16,84.65,1.13
000031132,86.48,1.13,80.39,1.10
000031141,86.48,1.15,82.22,1.11
000031152,86.48,1.15,83.44,1.12
000031161,86.48,1.13,79.78,1.09
000031171,86.48,1.16,84.65,1.13
000031181,86.48,1.13,80.39,1.10
000031191,86.48,1.15,83.44,1.12
000031201,86.48,1.14,82.83,1.11
000031210,86.48,1.14,80.39,1.10
000031220,87.09,1.16,84.65,1.13
000031230,86.48,1.13,79.78,1.09
000031240,86.48,1.15,84.05,1.12
000031250,87.09,1.14,81.61,1.11
000031260,86.48,1.14,81.61,1.10
000031269,86.48,1.15,84.65,1.13
000031280,86.48,1.13,79.78,1.09
000031289,86.48,1.15,84.65,1.12
000031299,87.09,1.13,81.00,1.10
000031309,86.48,1.14,82.22,1.11
000031319,86.48,1.15,83.44,1.12
000031329,86.48,1.13,79.78,1.09
000031338,86.48,1.16,84.65,1.13
000031348,86.48,1.13,80.39,1.10
000031358,86.48,1.15,82.83,1.11
000031368,86.48,1.15,82.83,1.12
000031378,86.48,1.13,80.39,1.09
000031387,86.48,1.16,84.65,1.13
000031397,86.48,1.13,79.78,1.09
000031408,86.48,1.15,84.05,1.12
000031417,86.48,1.14,82.22,1.11
000031427,86.48,1.14,81.00,1.10
000031437,86.48,1.16,84.65,1.13
000031447,86.48,1.13,79.78,1.09
000031457,86.48,1.16,84.65,1.12
000031466,86.48,1.14,81.61,1.11
000031476,86.48,1.14,81.61,1.11
000031486,86.48,1.15,84.05,1.12
000031496,86.48,1.13,79.78,1.09
000031506,86.48,1.16,84.65,1.12
000031515,86.48,1.13,80.39,1.10
000031525,86.48,1.15,82.22,1.11
000031536,86.48,1.15,83.44,1.12
000031545,86.48,1.13,79.78,1.09
000031555,86.48,1.16,84.65,1.13
000031565,86.48,1.13,79.78,1.10
000031575,86.48,1.15,83.44,1.11
000031585,86.48,1.15,82.83,1.12
000031594,86.48,1.14,80.39,1.10
000031604,86.48,1.16,84.65,1.13
000031614,86.48,1.13,79.78,1.09
000031624,86.48,1.15,84.05,1.12
000031634,86.48,1.14,81.61,1.11
000031643,86.48,1.14,81.00,1.10
000031653,86.48,1.15,84.65,1.13
000031664,86.48,1.13,79.78,1.09
000031673,86.48,1.16,84.65,1.12
000031683,86.48,1.13,81.00,1.10
000031693,86.48,1.14,82.22,1.11
000031703,86.48,1.15,83.44,1.12
000031713,86.48,1.13,79.78,1.09
000031722,86.48,1.16,84.65,1.13
000031732,86.48,1.13,79.78,1.10
000031742,86.48,1.15,82.83,1.11
000031752,86.48,1.14,82.83,1.12
000031762,86.48,1.13,80.39,1.09
000031771,86.48,1.16,85.26,1.13
000031781,86.48,1.13,79.78,1.09
000031792,86.48,1.15,83.44,1.12
000031801,86.48,1.14,82.22,1.11
000031811,86.48,1.14,81.00,1.10
000031821,86.48,1.16,84.65,1.13
000031831,86.48,1.13,79.78,1.09
