Time (ms),P1(psi),P2(psi),P3(psi),P4(psi),T1,T2

001360979,0.61,0.46,0.61,0.46
001360987,0.61,0.46,1.22,0.46
001360995,0.61,0.46,0.00,0.46
001361003,0.61,0.46,0.61,0.46
001361011,0.61,0.46,0.61,0.46
001361019,0.61,0.46,0.61,0.46
001361027,0.61,0.46,0.61,0.45
001361035,0.61,0.46,0.61,0.46
001361043,0.61,0.46,0.61,0.46
001361051,0.61,0.46,0.00,0.46
001361059,0.61,0.46,0.61,0.46
001361067,0.61,0.46,0.61,0.46
001361075,0.61,0.46,0.61,0.46
001361083,0.61,0.46,0.61,0.46
001361091,0.61,0.46,0.61,0.46
001361099,0.61,0.46,0.61,0.46
001361107,0.61,0.46,0.61,0.46
001361115,0.61,0.46,0.61,0.46
001361123,0.61,0.46,0.61,0.46
001361131,0.00,0.46,0.61,0.46
001361139,0.61,0.46,0.61,0.46
001361147,0.61,0.46,0.61,0.46
001361155,0.61,0.46,0.61,0.46
001361163,0.61,0.46,0.61,0.46
001361171,0.61,0.46,0.61,0.46
001361179,0.61,0.46,0.61,0.46
001361187,0.61,0.46,0.61,0.46
001361195,0.61,0.46,0.61,0.46
001361203,0.61,0.46,0.61,0.46
001361211,0.61,0.46,0.61,0.46
001361219,0.61,0.46,0.61,0.46
001361227,0.61,0.46,0.00,0.46
001361235,0.61,0.46,0.61,0.46
001361243,0.00,0.46,0.61,0.46
001361251,0.61,0.46,0.61,0.46
001361259,0.61,0.46,0.61,0.46
001361267,0.61,0.46,0.00,0.46
001361275,0.61,0.46,0.61,0.46
001361283,0.61,0.46,0.61,0.46
001361291,0.61,0.46,0.61,0.46
001361299,0.61,0.46,0.61,0.46
001361307,0.61,0.46,0.00,0.46
001361315,0.61,0.46,0.61,0.46
001361323,0.61,0.46,0.61,0.46
001361331,0.61,0.46,0.00,0.46
001361339,0.61,0.46,0.61,0.46
001361347,0.61,0.46,0.61,0.46
001361355,0.61,0.46,0.00,0.46
001361363,0.61,0.46,0.00,0.45
001361371,0.61,0.46,0.00,0.45
001361379,0.61,0.46,0.61,0.46
001361387,0.61,0.46,0.00,0.46
001361395,0.61,0.46,0.61,0.46
001361403,0.61,0.46,0.61,0.46
001361411,0.61,0.46,0.61,0.46
001361419,0.61,0.46,0.61,0.46
001361427,0.61,0.46,0.61,0.46
001361435,0.61,0.46,0.61,0.46
001361443,0.61,0.46,0.61,0.46
001361451,0.61,0.46,0.61,0.46
001361459,0.61,0.46,0.61,0.46
001361467,0.61,0.46,0.61,0.46
001361475,0.61,0.46,0.61,0.46
001361483,0.61,0.46,0.61,0.46
001361491,0.61,0.46,0.61,0.46
001361499,0.61,0.46,0.61,0.46
001361507,0.61,0.46,0.61,0.46
001361515,0.61,0.46,0.61,0.46
001361523,0.61,0.46,0.61,0.46
001361531,0.61,0.46,0.61,0.46
001361539,0.61,0.46,0.61,0.46
001361547,0.61,0.46,0.61,0.46
001361555,0.61,0.46,0.61,0.46
001361563,0.61,0.46,0.61,0.46
001361571,0.61,0.46,0.61,0.46
001361579,0.61,0.46,0.00,0.46
001361587,0.61,0.46,0.61,0.46
001361595,0.61,0.46,0.61,0.46
001361603,0.61,0.46,0.61,0.46
001361611,0.61,0.46,0.61,0.46
001361619,0.61,0.46,0.61,0.46
001361627,0.00,0.46,0.61,0.46
001361635,0.61,0.46,0.61,0.46
001361643,0.61,0.46,0.61,0.46
001361651,0.61,0.46,-0.61,0.46
001361659,0.61,0.46,0.61,0.46
001361667,1.22,0.46,0.61,0.46
001361675,0.61,0.46,0.61,0.46
001361683,0.61,0.46,0.61,0.46
001361691,0.61,0.46,0.61,0.46
001361699,0.61,0.46,0.61,0.46
001361707,0.61,0.46,0.61,0.46
001361715,0.61,0.46,0.61,0.46
001361723,0.00,0.46,0.61,0.46
001361731,0.61,0.46,0.61,0.46
001361739,0.61,0.46,0.00,0.46
001361747,0.61,0.46,0.00,0.46
001361755,0.61,0.46,0.61,0.46
001361763,0.61,0.46,0.61,0.46
001361771,0.61,0.46,0.61,0.46
001361779,0.61,0.46,0.61,0.46
001361787,0.61,0.46,0.61,0.46
001361795,0.61,0.46,0.61,0.46
001361803,0.00,0.46,0.61,0.46
001361811,0.61,0.46,0.61,0.46
001361819,0.61,0.46,0.61,0.46
001361827,0.61,0.46,0.61,0.46
001361835,0.61,0.46,0.61,0.46
001361843,0.61,0.46,0.61,0.46
001361851,0.61,0.46,0.61,0.46
001361859,0.61,0.46,0.61,0.46
001361867,0.61,0.46,0.61,0.46
001361875,0.61,0.46,0.61,0.46
001361883,0.61,0.46,0.61,0.46
001361891,0.61,0.46,0.61,0.46
001361899,0.61,0.46,0.61,0.46
001361907,0.61,0.46,0.61,0.46
001361915,0.61,0.46,0.61,0.46
001361923,0.61,0.46,0.61,0.46
001361931,0.61,0.46,0.61,0.46
001361939,0.61,0.46,0.61,0.46
001361947,0.61,0.46,0.61,0.46
001361955,0.61,0.46,0.61,0.46
001361963,0.61,0.46,0.61,0.46
001361971,0.61,0.46,0.61,0.46
001361979,0.61,0.46,0.00,0.46
001361987,0.61,0.46,0.61,0.46
001361995,0.61,0.46,0.61,0.46
001362003,0.00,0.46,0.61,0.46
001362011,0.00,0.46,0.61,0.46
001362019,0.61,0.46,0.61,0.46
001362027,0.61,0.46,1.22,0.46
001362035,0.61,0.46,0.00,0.46
001362043,0.61,0.46,0.61,0.46
001362051,0.61,0.46,0.61,0.46
001362059,0.61,0.46,0.61,0.46
001362067,0.61,0.46,0.61,0.46
001362075,0.61,0.46,0.00,0.46
001362083,0.61,0.46,0.61,0.46
001362091,0.61,0.46,0.61,0.46
001362099,0.61,0.46,0.61,0.46
001362107,0.61,0.46,0.61,0.46
001362115,0.61,0.46,0.61,0.46
001362123,0.61,0.46,0.61,0.46
001362131,0.61,0.46,0.00,0.46
001362139,0.61,0.46,0.61,0.46
001362147,0.61,0.46,0.61,0.46
001362155,0.61,0.46,0.61,0.46
001362163,0.61,0.46,0.61,0.46
001362171,0.61,0.46,0.61,0.46
001362179,0.61,0.46,0.61,0.46
001362187,0.61,0.46,0.61,0.46
001362195,0.61,0.46,0.61,0.46
001362203,0.61,0.46,0.61,0.46
001362211,0.61,0.46,0.61,0.46
001362219,0.61,0.46,0.61,0.46
001362227,0.61,0.46,0.61,0.46
001362235,0.61,0.46,0.61,0.46
001362243,0.61,0.46,0.61,0.46
001362251,0.00,0.46,0.61,0.46
001362259,0.61,0.46,0.61,0.46
001362267,0.61,0.46,0.00,0.46
001362275,0.61,0.46,0.61,0.46
001362283,0.61,0.46,0.61,0.46
001362291,0.61,0.46,0.61,0.46
001362299,0.61,0.46,0.61,0.46
001362307,0.61,0.46,0.61,0.46
001362315,0.61,0.46,0.61,0.46
001362323,0.61,0.46,0.61,0.46
001362331,0.61,0.46,0.61,0.46
001362339,0.61,0.46,0.61,0.46
001362347,0.61,0.46,0.00,0.46
001362355,0.61,0.46,0.61,0.46
001362363,0.61,0.45,0.61,0.46
001362371,0.61,0.46,0.61,0.46
001362379,0.61,0.46,0.61,0.46
001362387,0.61,0.46,0.61,0.46
001362395,0.61,0.46,0.61,0.46
001362403,0.61,0.46,0.61,0.46
001362411,0.61,0.46,0.61,0.46
001362419,0.61,0.46,0.61,0.46
001362427,0.61,0.46,0.61,0.46
001362435,0.61,0.46,0.61,0.46
001362443,0.61,0.46,0.61,0.46
001362451,0.61,0.46,0.61,0.46
001362459,0.61,0.46,0.00,0.46
001362467,0.00,0.46,0.61,0.46
001362475,0.61,0.46,0.61,0.46
001362483,0.61,0.46,0.61,0.46
001362491,0.61,0.46,0.61,0.46
001362499,0.61,0.46,0.61,0.46
001362507,0.61,0.46,0.61,0.46
001362515,0.61,0.46,0.61,0.46
001362523,0.61,0.46,0.61,0.46
001362531,0.61,0.46,0.61,0.46
001362539,0.61,0.46,0.61,0.46
001362547,0.61,0.46,0.61,0.46
001362555,0.61,0.46,0.61,0.46
001362563,0.61,0.46,0.61,0.46
001362571,0.61,0.46,0.61,0.46
001362579,0.61,0.46,0.61,0.46
001362587,0.61,0.46,0.61,0.46
001362595,0.61,0.46,0.61,0.45
001362603,0.61,0.46,0.61,0.46
001362611,0.61,0.46,0.61,0.46
001362619,0.61,0.46,0.61,0.46
001362627,0.61,0.46,0.61,0.46
001362635,0.61,0.46,0.61,0.46
001362643,0.61,0.46,0.61,0.46
001362651,0.61,0.46,0.61,0.46
001362659,0.61,0.46,0.61,0.46
001362667,0.61,0.46,0.61,0.46
001362675,0.61,0.46,0.61,0.46
001362683,0.61,0.46,0.61,0.46
001362691,0.61,0.46,1.22,0.46
001362699,1.22,0.46,0.61,0.46
001362707,0.61,0.46,0.61,0.46
001362715,0.61,0.46,0.61,0.46
001362723,0.61,0.46,0.61,0.46
001362731,0.61,0.46,0.61,0.46
001362739,0.61,0.46,0.61,0.46
001362747,0.61,0.46,0.61,0.46
001362755,0.61,0.46,0.61,0.46
001362763,0.61,0.46,0.61,0.46
001362771,0.61,0.46,0.61,0.46
001362779,1.22,0.46,0.61,0.46
001362787,0.61,0.46,0.61,0.46
001362795,0.61,0.46,0.61,0.46
001362803,0.61,0.46,0.00,0.46
001362811,0.61,0.46,0.61,0.46
001362819,0.61,0.46,0.61,0.46
001362827,0.61,0.46,0.61,0.46
001362835,0.61,0.46,0.61,0.46
001362843,0.61,0.46,0.61,0.46
001362851,0.61,0.46,0.61,0.46
001362859,0.61,0.46,0.61,0.46
001362867,0.61,0.46,0.61,0.46
001362875,0.61,0.46,0.61,0.46
001362883,0.61,0.46,0.61,0.46
001362891,0.00,0.46,0.61,0.46
001362899,0.61,0.46,0.00,0.46
001362907,0.61,0.46,0.61,0.46
001362915,0.61,0.46,0.00,0.46
001362923,0.61,0.46,0.61,0.46
001362931,0.61,0.46,0.61,0.46
001362939,0.61,0.46,0.61,0.46
001362947,0.61,0.46,0.61,0.46
001362955,0.61,0.46,0.61,0.46
001362963,0.61,0.46,0.61,0.46
001362971,1.22,0.46,0.61,0.46
001362979,0.61,0.46,0.61,0.45
001362987,0.61,0.46,0.61,0.46
001362995,0.61,0.46,0.61,0.46
001363003,0.61,0.46,0.61,0.46
001363011,1.22,0.46,1.22,0.46
001363019,0.61,0.46,0.61,0.46
001363027,0.61,0.46,0.61,0.46
001363035,0.61,0.46,0.61,0.46
001363043,0.61,0.46,0.61,0.46
001363051,0.61,0.46,0.61,0.46
001363059,0.61,0.46,0.61,0.46
001363067,0.61,0.46,0.61,0.46
001363075,0.61,0.46,0.61,0.46
001363083,0.61,0.46,0.61,0.46
001363091,0.61,0.46,0.61,0.46
