Time (ms),P1(psi),P2(psi),P3(psi),P4(psi),T1,T2

178.996,-48.72,0.08,-48.72,0.07,0,0
179.007,-45.67,0.10,-46.28,0.10,0,0
179.018,-48.11,0.08,-48.11,0.08,0,0
179.030,-49.33,0.07,-49.93,0.07,0,0
179.041,-46.28,0.10,-46.28,0.09,0,0
179.052,-48.11,0.08,-48.11,0.08,0,0
179.063,-50.54,0.07,-50.54,0.06,0,0
179.074,-45.67,0.11,-45.67,0.10,0,0
179.085,-48.11,0.08,-48.11,0.08,0,0
179.096,-49.93,0.07,-49.33,0.07,0,0
179.107,-45.06,0.10,-45.67,0.10,0,0
