0.459,0
0.4736,0
0.4688,0
0.4688,0
0.4688,0
0.4688,0
0.4688,0
0.4639,0
0.4688,0
0.5811,13.9
0.5811,13.9
0.5811,13.9
0.5811,13.9
0.5859,13.9
0.5811,13.9
0.5859,13.9
0.5811,13.9
0.5762,13.9
0.5811,13.9
0.5762,13.9
0.5811,13.9
0.5811,13.9
0.5762,13.9
0.5811,13.9
0.5811,13.9
0.6836,26.62
0.6836,26.62
0.6885,26.62
0.6836,26.62
0.6885,26.62
0.6787,26.62
0.6836,26.62
0.6836,26.62
0.6836,26.62
0.6836,26.62
0.6836,26.62
0.6787,26.62
0.6836,26.62
0.6836,26.62
0.6836,26.62
0.6836,26.62
0.6836,26.62
0.6787,26.62
0.6836,26.62
0.6787,26.62
0.6836,26.62
0.6836,26.62
0.6836,26.62
0.6836,26.62
0.6836,26.62
0.6836,26.62
0.6787,26.62
0.6836,26.62
0.6836,26.62
0.7715,38.3
0.7764,38.3
0.7764,38.3
0.7764,38.3
0.7764,38.3
0.7764,38.3
0.7764,38.3
0.7715,38.3
0.7764,38.3
0.7764,38.3
0.7764,38.3
0.7764,38.3
0.7764,38.3
0.7764,38.3
0.7715,38.3
0.7764,38.3
0.8594,49.05
0.8643,49.05
0.8594,49.05
0.8594,49.05
0.8594,49.05
0.8643,49.05
0.8594,49.05
0.8594,49.05
0.8594,49.05
0.8594,49.05
0.8643,49.05
0.8594,49.05
0.8643,49.05
0.8594,49.05
0.8594,49.05
0.8643,49.05
0.8594,49.05
0.8594,49.05
0.8594,49.05
0.8594,49.05
0.8643,49.05
0.9375,58.9
0.9375,58.9
0.9375,58.9
0.9375,58.9
0.9424,58.9
0.9424,58.9
0.9424,58.9
0.9424,58.9
0.9424,58.9
0.9375,58.9
0.9375,58.9
0.9424,58.9
0.9424,58.9
1.0107,68.1
1.0156,68.1
1.0156,68.1
1.0156,68.1
1.0156,68.1
1.0107,68.1
1.0156,68.1
1.0156,68.1
1.0156,68.1
1.0156,68.1
1.0156,68.1
1.0156,68.1
1.0107,68.1
1.0156,68.1
1.0791,76.58
1.084,76.58
1.084,76.58
1.084,76.58
1.084,76.58
1.084,76.58
1.084,76.58
1.084,76.58
1.084,76.58
1.084,76.58
1.084,76.58
1.084,76.58
1.084,76.58
1.0791,76.58
1.0791,76.58
1.0889,76.58
1.1426,84.25
1.1475,84.25
1.1426,84.25
1.1426,84.25
1.1426,84.25
1.1475,84.25
1.1475,84.25
1.1426,84.25
1.1475,84.25
1.1426,84.25
1.1475,84.25
1.1426,84.25
1.1475,84.25
1.1426,84.25
1.1426,84.25
1.1426,84.25
1.1475,84.25
1.1426,84.25
