Time (ms),P1(psi),P2(psi),P3(psi),P4(psi),T1,T2

001577422,0.61,0.46,4.27,0.49
001577430,0.61,0.46,4.27,0.49
001577438,0.61,0.46,4.27,0.49
001577446,0.61,0.46,4.27,0.49
001577454,0.61,0.46,4.27,0.49
001577462,0.61,0.46,4.27,0.49
001577470,0.61,0.46,4.27,0.49
001577478,0.61,0.46,4.27,0.48
001577486,0.61,0.46,4.27,0.49
001577494,0.61,0.46,4.27,0.49
001577502,0.61,0.46,4.27,0.49
001577510,0.61,0.46,4.27,0.49
001577518,0.61,0.46,4.27,0.49
001577526,0.61,0.46,4.27,0.49
001577534,0.61,0.46,3.66,0.49
001577542,0.61,0.46,4.27,0.49
001577550,0.00,0.46,4.27,0.49
001577558,0.61,0.46,4.27,0.49
001577566,0.61,0.46,4.27,0.49
001577574,0.61,0.46,4.27,0.49
001577582,0.00,0.46,4.27,0.49
001577590,0.61,0.46,4.27,0.49
001577598,0.61,0.46,4.27,0.49
001577606,0.61,0.46,4.27,0.49
001577614,0.61,0.46,4.27,0.49
001577622,0.61,0.46,4.27,0.49
001577630,0.61,0.46,4.27,0.49
001577638,0.61,0.46,4.27,0.49
001577646,0.61,0.46,3.66,0.48
001577654,0.61,0.46,4.27,0.49
001577662,0.61,0.46,3.66,0.49
001577670,0.61,0.46,4.27,0.49
001577678,0.61,0.46,4.27,0.49
001577686,0.61,0.46,4.27,0.48
001577694,0.61,0.46,3.66,0.49
001577702,0.61,0.46,4.27,0.49
001577710,0.61,0.46,3.66,0.49
001577718,0.61,0.46,3.66,0.48
001577726,0.61,0.46,3.66,0.49
001577734,0.61,0.46,4.27,0.48
001577742,0.61,0.46,4.27,0.49
001577750,0.61,0.46,3.66,0.48
001577758,0.61,0.46,3.66,0.49
001577766,0.61,0.46,3.66,0.48
001577774,0.61,0.46,3.66,0.49
001577782,0.61,0.46,3.66,0.48
001577790,0.61,0.46,5.48,0.50
001577798,0.61,0.46,5.48,0.50
001577806,0.61,0.46,6.09,0.50
001577814,0.61,0.46,6.09,0.50
001577822,0.00,0.46,6.09,0.51
001577830,0.61,0.46,6.70,0.51
001577838,0.61,0.46,6.70,0.51
001577846,0.61,0.46,6.70,0.51
001577854,0.61,0.46,6.70,0.51
001577862,0.61,0.46,6.70,0.51
001577870,0.61,0.46,6.70,0.51
001577878,0.61,0.46,6.70,0.51
001577886,0.00,0.46,6.70,0.51
001577894,0.61,0.46,6.70,0.51
001577902,0.61,0.46,6.70,0.51
001577910,0.61,0.46,6.70,0.51
001577918,0.00,0.46,6.70,0.51
001577926,0.61,0.46,6.70,0.51
001577934,0.61,0.46,6.70,0.51
001577942,0.61,0.46,6.70,0.51
001577950,0.61,0.46,6.70,0.51
001577958,0.61,0.46,6.70,0.51
001577966,0.61,0.46,6.09,0.51
001577974,0.61,0.46,6.70,0.51
001577982,0.61,0.46,6.09,0.50
001577990,0.61,0.46,6.09,0.51
001577998,0.61,0.46,6.70,0.51
001578006,0.61,0.46,6.09,0.51
001578014,0.61,0.46,6.70,0.50
001578022,0.61,0.46,6.70,0.51
001578030,0.61,0.46,6.70,0.51
001578038,0.61,0.46,6.70,0.51
001578046,0.61,0.46,6.70,0.51
001578054,0.61,0.46,6.70,0.51
001578062,0.61,0.46,6.70,0.51
001578070,0.61,0.46,6.09,0.50
001578078,0.61,0.46,6.09,0.50
001578086,0.61,0.46,6.09,0.50
001578094,0.61,0.46,6.09,0.51
001578102,0.61,0.46,6.70,0.51
001578110,0.61,0.46,6.09,0.51
001578118,0.61,0.46,6.09,0.50
001578126,0.61,0.46,6.09,0.51
001578134,0.61,0.46,6.09,0.50
001578142,0.61,0.46,6.09,0.51
001578150,0.61,0.46,6.70,0.50
001578158,0.61,0.46,6.09,0.51
001578166,0.61,0.46,6.09,0.50
001578174,0.61,0.46,6.09,0.50
001578182,0.61,0.46,6.09,0.50
001578190,0.61,0.46,6.09,0.50
001578198,0.61,0.46,6.09,0.50
001578206,0.00,0.46,6.09,0.50
001578214,0.61,0.46,6.09,0.50
001578222,0.61,0.46,6.09,0.50
001578230,0.61,0.46,6.09,0.50
001578238,1.22,0.46,6.09,0.50
001578246,0.61,0.46,6.09,0.50
001578254,0.61,0.46,6.09,0.50
001578262,0.61,0.46,6.09,0.50
001578270,0.61,0.46,6.09,0.50
001578278,0.61,0.46,6.09,0.50
001578286,0.61,0.46,7.92,0.51
001578294,0.61,0.46,8.53,0.52
001578302,0.61,0.46,9.14,0.53
001578310,0.61,0.46,10.36,0.54
001578318,0.61,0.46,10.97,0.54
001578326,1.22,0.46,12.18,0.55
001578334,0.61,0.46,12.79,0.56
001578342,0.61,0.46,14.01,0.56
001578350,0.61,0.46,14.01,0.57
001578358,0.61,0.46,15.23,0.57
001578366,0.61,0.46,15.23,0.58
001578374,0.61,0.46,15.23,0.58
001578382,0.61,0.46,15.84,0.58
001578390,0.61,0.46,15.84,0.58
001578398,0.00,0.46,15.84,0.58
001578406,0.61,0.46,16.45,0.59
001578414,0.61,0.46,15.84,0.58
001578422,0.61,0.46,16.45,0.59
001578430,0.61,0.46,16.45,0.59
001578438,0.61,0.46,16.45,0.59
001578446,0.61,0.46,15.84,0.58
001578454,0.61,0.46,15.84,0.58
001578462,0.61,0.46,15.84,0.58
001578470,0.61,0.46,15.84,0.58
001578478,0.61,0.46,15.23,0.58
001578486,0.61,0.46,15.84,0.58
001578494,0.61,0.46,15.84,0.58
001578502,0.61,0.46,15.84,0.58
001578510,0.61,0.46,15.84,0.58
001578518,0.61,0.46,15.84,0.58
001578526,0.61,0.46,15.84,0.58
001578534,0.61,0.46,15.84,0.58
001578542,0.61,0.46,15.84,0.58
001578550,1.22,0.46,15.84,0.58
001578558,1.22,0.46,15.84,0.58
001578566,0.61,0.46,15.23,0.58
001578574,0.61,0.46,15.23,0.58
001578582,0.61,0.46,15.23,0.58
001578590,0.61,0.46,15.23,0.58
001578598,0.61,0.46,15.23,0.58
